Title;Catalogue;SJR;Q;H Index;Total Cites;Website;Areas/Categories;Publisher;ISSN;Widget
BJS open ;journal;1.244;Q1;31;1650;https://bjssjournals.onlinelibrary.wiley.com/journal/24749842;{'Medicine': ['Medicine (miscellaneous)', 'Surgery']};Oxford University Press;24749842;"<a href=""https://www.scimagojr.com/journalsearch.php?q=21100942216&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100942216"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Information Technology and People ;journal;1.244;Q1;76;1959;https://www.emeraldgrouppublishing.com/journal/itp;{'Computer Science': ['Computer Science Applications', 'Information Systems'], 'Social Sciences': ['Library and Information Sciences']};Emerald Group Publishing Ltd.;09593845;"<a href=""https://www.scimagojr.com/journalsearch.php?q=130132&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=130132"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Materials Today Sustainability ;journal;1.244;Q1;28;1761;https://www.journals.elsevier.com/materials-today-sustainability;{'Chemistry': ['Chemistry (miscellaneous)'], 'Energy': ['Renewable Energy, Sustainability and the Environment'], 'Materials Science': ['Materials Science (miscellaneous)']};Elsevier Ltd;25892347;"<a href=""https://www.scimagojr.com/journalsearch.php?q=21100943537&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100943537"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Soil Dynamics and Earthquake Engineering ;journal;1.244;Q1;128;6938;https://www.sciencedirect.com/journal/soil-dynamics-and-earthquake-engineering;{'Agricultural and Biological Sciences': ['Soil Science'], 'Earth and Planetary Sciences': ['Geotechnical Engineering and Engineering Geology'], 'Engineering': ['Civil and Structural Engineering']};Elsevier B.V.;02677261;"<a href=""https://www.scimagojr.com/journalsearch.php?q=28960&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=28960"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Asia Pacific Journal of Human Resources ;journal;1.243;Q1;42;548;https://onlinelibrary.wiley.com/journal/17447941;{'Business, Management and Accounting': ['Organizational Behavior and Human Resource Management']};Wiley-Blackwell;10384111, 17447941;"<a href=""https://www.scimagojr.com/journalsearch.php?q=11400153332&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=11400153332"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Constructive Approximation ;journal;1.243;Q1;54;259;https://www.springer.com/journal/365;{'Mathematics': ['Analysis', 'Computational Mathematics', 'Mathematics (miscellaneous)']};Springer New York;01764276, 14320940;"<a href=""https://www.scimagojr.com/journalsearch.php?q=25837&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=25837"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
EJNMMI Physics ;journal;1.243;Q1;36;897;https://ejnmmiphys.springeropen.com/;{'Engineering': ['Biomedical Engineering'], 'Medicine': ['Radiology, Nuclear Medicine and Imaging'], 'Physics and Astronomy': ['Instrumentation', 'Radiation']};Springer International Publishing AG;21977364;"<a href=""https://www.scimagojr.com/journalsearch.php?q=21100440520&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100440520"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Journal of Molecular Endocrinology ;journal;1.243;Q1;112;628;http://jme.endocrinology-journals.org/;{'Biochemistry, Genetics and Molecular Biology': ['Endocrinology', 'Molecular Biology']};BioScientifica Ltd.;09525041, 14796813;"<a href=""https://www.scimagojr.com/journalsearch.php?q=26176&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=26176"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Laboratory Investigation ;journal;1.243;Q1;166;2002;https://www.nature.com/labinvest/;{'Biochemistry, Genetics and Molecular Biology': ['Cell Biology', 'Molecular Biology'], 'Medicine': ['Pathology and Forensic Medicine']};Elsevier B.V.;00236837, 15300307;"<a href=""https://www.scimagojr.com/journalsearch.php?q=27242&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=27242"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Politics and Gender ;journal;1.243;Q1;53;603;https://www.cambridge.org/core/journals/politics-and-gender#;{'Social Sciences': ['Gender Studies', 'Sociology and Political Science']};Cambridge University Press;1743923X, 17439248;"<a href=""https://www.scimagojr.com/journalsearch.php?q=5700166179&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=5700166179"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Journal of Grid Computing ;journal;1.242;Q1;59;818;https://www.springer.com/journal/10723;{'Computer Science': ['Computer Networks and Communications', 'Hardware and Architecture', 'Information Systems', 'Software']};Springer Netherlands;15707873;"<a href=""https://www.scimagojr.com/journalsearch.php?q=800147111&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=800147111"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Proceedings of the ACM on Programming Languages ;journal;1.242;Q1;45;1990;https://dl.acm.org/journal/pacmpl;{'Computer Science': ['Software'], 'Engineering': ['Safety, Risk, Reliability and Quality']};Association for Computing Machinery (ACM);24751421;"<a href=""https://www.scimagojr.com/journalsearch.php?q=21101020042&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21101020042"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Academic Pediatrics ;journal;1.241;Q1;93;1915;https://www.journals.elsevier.com/academic-pediatrics;{'Medicine': ['Pediatrics, Perinatology and Child Health']};Elsevier Inc.;18762859, 18762867;"<a href=""https://www.scimagojr.com/journalsearch.php?q=16800154743&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=16800154743"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Drug Discovery Today: Technologies ;journal;1.241;Q1;62;295;https://www.sciencedirect.com/journal/drug-discovery-today-technologies;{'Biochemistry, Genetics and Molecular Biology': ['Biotechnology', 'Molecular Medicine'], 'Pharmacology, Toxicology and Pharmaceutics': ['Drug Discovery']};Elsevier Ltd;17406749;"<a href=""https://www.scimagojr.com/journalsearch.php?q=21207&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21207"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Hepatology Research ;journal;1.241;Q1;87;1349;https://onlinelibrary.wiley.com/journal/1872034x;{'Medicine': ['Hepatology', 'Infectious Diseases']};Wiley-Blackwell Publishing Ltd;13866346;"<a href=""https://www.scimagojr.com/journalsearch.php?q=28373&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=28373"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
International Studies Review ;journal;1.241;Q1;71;760;https://academic.oup.com/isr;{'Social Sciences': ['Geography, Planning and Development', 'Political Science and International Relations']};Oxford University Press;14682486, 15219488;"<a href=""https://www.scimagojr.com/journalsearch.php?q=25849&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=25849"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Canadian Psychology ;journal;1.240;Q1;68;513;https://www.apa.org/pubs/journals/cap/;{'Psychology': ['Psychology (miscellaneous)']};Canadian Psychological Association;07085591;"<a href=""https://www.scimagojr.com/journalsearch.php?q=12825&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=12825"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Frontiers in Endocrinology ;journal;1.240;Q1;120;28163;https://www.frontiersin.org/journals/endocrinology;{'Medicine': ['Endocrinology, Diabetes and Metabolism']};Frontiers Media SA;16642392;"<a href=""https://www.scimagojr.com/journalsearch.php?q=21100229210&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100229210"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Insights into Imaging ;journal;1.240;Q1;65;2633;https://insightsimaging.springeropen.com/;{'Medicine': ['Radiology, Nuclear Medicine and Imaging']};Springer Science and Business Media Deutschland GmbH;18694101;"<a href=""https://www.scimagojr.com/journalsearch.php?q=21100212112&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100212112"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
International Journal of Adolescence and Youth ;journal;1.240;Q1;36;903;https://www.tandfonline.com/action/journalInformation?journalCode=rady20;{'Social Sciences': ['Health (social science)']};Taylor and Francis Ltd.;02673843;"<a href=""https://www.scimagojr.com/journalsearch.php?q=25201&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=25201"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Cancer Prevention Research ;journal;1.239;Q1;112;982;https://cancerpreventionresearch.aacrjournals.org/;{'Biochemistry, Genetics and Molecular Biology': ['Cancer Research'], 'Medicine': ['Medicine (miscellaneous)', 'Oncology']};American Association for Cancer Research Inc.;19406207, 19406215;"<a href=""https://www.scimagojr.com/journalsearch.php?q=15800154704&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=15800154704"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
European Journal of Ageing ;journal;1.239;Q1;62;852;https://www.springer.com/journal/10433;{'Medicine': ['Geriatrics and Gerontology'], 'Social Sciences': ['Health (social science)']};Springer Verlag;16139372, 16139380;"<a href=""https://www.scimagojr.com/journalsearch.php?q=144947&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=144947"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
IEEE Transactions on Biomedical Engineering ;journal;1.239;Q1;233;5349;https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=10;{'Engineering': ['Biomedical Engineering']};IEEE Computer Society;00189294, 15582531;"<a href=""https://www.scimagojr.com/journalsearch.php?q=16318&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=16318"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Materials Today Chemistry ;journal;1.239;Q1;61;7295;https://www.journals.elsevier.com/materials-today-chemistry;{'Chemical Engineering': ['Catalysis', 'Colloid and Surface Chemistry'], 'Materials Science': ['Biomaterials', 'Electronic, Optical and Magnetic Materials', 'Materials Chemistry', 'Polymers and Plastics']};Elsevier Ltd;24685194;"<a href=""https://www.scimagojr.com/journalsearch.php?q=21100810714&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100810714"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Philosophy Compass ;journal;1.239;Q1;42;551;https://onlinelibrary.wiley.com/journal/17479991;{'Arts and Humanities': ['Philosophy']};Wiley-Blackwell Publishing Ltd;17479991;"<a href=""https://www.scimagojr.com/journalsearch.php?q=11600153483&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=11600153483"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Digital Discovery ;journal;1.238;Q1;12;418;N/A;{'Chemistry': ['Chemistry (miscellaneous)']};Royal Society of Chemistry;2635098X;"<a href=""https://www.scimagojr.com/journalsearch.php?q=21101173022&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21101173022"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
IEEE Open Journal of Signal Processing ;journal;1.238;Q1;12;343;https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=8782710;{'Computer Science': ['Signal Processing']};Institute of Electrical and Electronics Engineers Inc.;26441322;"<a href=""https://www.scimagojr.com/journalsearch.php?q=21101081712&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21101081712"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Bulletin of Volcanology ;journal;1.237;Q1;105;838;https://www.springer.com/journal/445;{'Earth and Planetary Sciences': ['Geochemistry and Petrology']};Springer Verlag;02588900, 14320819;"<a href=""https://www.scimagojr.com/journalsearch.php?q=27459&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=27459"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Computing and Visualization in Science ;journal;1.237;Q1;48;46;https://www.springer.com/journal/791;{'Computer Science': ['Computational Theory and Mathematics', 'Computer Vision and Pattern Recognition', 'Software'], 'Engineering': ['Engineering (miscellaneous)'], 'Mathematics': ['Modeling and Simulation', 'Theoretical Computer Science']};Springer Verlag;14329360, 14330369;"<a href=""https://www.scimagojr.com/journalsearch.php?q=23486&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=23486"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
European Sport Management Quarterly ;journal;1.237;Q1;49;733;https://www.tandfonline.com/toc/resm20/current;{'Business, Management and Accounting': ['Strategy and Management', 'Tourism, Leisure and Hospitality Management'], 'Health Professions': ['Sports Science']};Routledge;16184742, 1746031X;"<a href=""https://www.scimagojr.com/journalsearch.php?q=19700169885&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=19700169885"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
International Journal of Damage Mechanics ;journal;1.237;Q1;56;956;https://journals.sagepub.com/home/ijd;{'Engineering': ['Computational Mechanics', 'Mechanical Engineering', 'Mechanics of Materials'], 'Materials Science': ['Materials Science (miscellaneous)']};SAGE Publications Ltd;10567895, 15307921;"<a href=""https://www.scimagojr.com/journalsearch.php?q=21098&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21098"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Medical Care Research and Review ;journal;1.237;Q1;95;615;https://journals.sagepub.com/home/mcr;{'Medicine': ['Health Policy', 'Medicine (miscellaneous)']};SAGE Publications Inc.;10775587, 15526801;"<a href=""https://www.scimagojr.com/journalsearch.php?q=20052&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=20052"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Professional Development in Education ;journal;1.237;Q1;51;905;https://www.tandfonline.com/loi/rjie19;{'Social Sciences': ['Education']};Routledge;19415257, 19415265;"<a href=""https://www.scimagojr.com/journalsearch.php?q=19700182114&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=19700182114"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
